id,a1_r12,a1_r13,a1_r14,a1_r15,a1_r16
3432,80,92,63,32,49
3433,42,23,74,7,76
3434,38,29,96,5,85
3435,58,14,48,26,45
3436,6,8,25,15,25
3437,37,97,50,92,50
3438,100,98,91,42,0
3439,53,78,34,34,90
3440,53,44,54,55,32
3441,20,97,49,94,11
3442,81,88,55,21,46
3443,87,67,11,59,47
3444,17,28,98,72,66
3445,72,15,26,57,70
3446,7,77,55,30,66
3447,15,20,62,35,12
3448,83,67,33,18,56
3449,3,83,100,55,86
3450,40,6,21,21,4
3451,94,79,69,56,34
3452,50,24,29,75,28
3453,23,28,69,58,83
3454,42,37,2,81,94
3455,85,59,36,97,24
3456,37,79,36,58,53
3457,26,76,2,29,67
3458,22,20,11,69,79
3459,48,73,73,40,63
3460,48,66,86,86,45
3461,73,0,67,49,96
3462,100,70,22,20,41
3463,14,38,58,58,6
3464,74,56,76,84,66
3465,14,2,90,31,40
3466,88,32,100,19,31
3467,16,64,91,89,69
3468,69,35,95,71,70
3469,84,41,34,81,14
3470,59,91,62,75,12
3471,46,89,39,32,66
3472,14,89,61,46,43
3473,81,76,93,56,92
3474,36,74,98,101,30
3475,44,45,17,53,11
3476,40,19,6,60,5
3477,66,62,47,45,9
3478,63,13,31,101,45
3479,101,94,32,26,56
3480,39,71,36,62,32
3481,96,69,7,73,91
3482,57,69,48,15,77
3483,4,32,52,69,53
3484,51,26,61,6,68
3485,65,89,14,96,73
3486,98,4,39,50,21
3487,13,74,53,60,78
3488,11,25,3,22,67
3489,70,41,34,14,57
3490,89,70,68,39,33
3491,35,32,26,63,48
3492,19,73,51,17,15
3493,56,14,15,9,33
3494,59,12,83,73,48
3495,36,42,37,35,53
3496,76,11,101,15,60
3497,27,98,76,18,75
3498,52,28,59,56,55
3499,80,2,95,78,29
3500,79,98,32,15,4
3501,41,54,23,64,97
3502,25,91,33,68,18
3503,16,9,54,54,39
3504,26,41,71,35,70
3505,48,86,36,34,23
3506,67,64,1,39,62
3507,53,62,89,37,90
3508,24,12,61,73,81
3509,22,78,53,16,24
3510,90,3,60,23,71
3511,30,21,11,90,64
3512,12,0,9,92,57
3513,101,10,81,32,91
3514,11,8,20,100,58
3515,57,66,38,15,29
3516,4,71,84,40,9
3517,86,28,50,82,44
3518,4,95,17,70,54
3519,59,34,14,0,21
3520,27,99,94,98,10
3521,36,70,80,7,68
3522,19,3,28,13,72
3523,15,79,13,18,48
3524,14,91,19,83,7
3525,80,77,69,18,3
3526,79,47,24,99,86
3527,100,9,57,8,28
3528,40,82,65,1,14
3529,78,33,79,58,63
3530,52,2,18,6,2
3531,42,1,84,20,55
3532,20,1,5,60,18
3533,75,0,55,84,39
3534,40,96,40,46,61
3535,15,79,89,26,79
3536,40,75,95,71,76
3537,55,82,55,52,60
3538,80,23,68,3,48
3539,79,80,66,36,6
3540,29,46,24,85,33
3541,87,63,17,47,81
3542,39,27,86,92,80
3543,46,46,82,31,99
3544,4,64,65,39,54
3545,12,78,88,72,59
3546,80,37,67,4,75
3547,10,21,93,58,78
3548,40,62,14,68,11
3549,66,15,24,7,77
3550,59,25,79,39,67
3551,17,69,77,89,79
3552,69,71,7,2,13
3553,73,56,11,22,1
3554,43,71,66,96,54
3555,30,35,70,21,25
3556,76,66,1,76,36
3557,68,32,33,49,4
3558,43,51,9,69,52
3559,93,18,60,83,11
3560,97,34,85,43,19
3561,36,96,15,69,17
3562,33,67,57,34,78
3563,51,67,5,97,77
3564,72,41,49,71,87
3565,35,8,69,47,46
3566,13,74,10,37,94
3567,45,21,90,16,6
3568,43,79,19,49,95
3569,48,44,89,41,7
3570,88,12,15,79,15
3571,23,15,35,24,50
3572,81,69,54,97,66
3573,5,12,13,51,27
3574,40,7,67,46,86
3575,59,6,2,92,26
3576,47,89,9,66,20
3577,5,5,51,61,82
3578,54,70,31,63,46
3579,23,62,92,31,38
3580,76,57,21,65,12
3581,42,61,93,49,73
3582,88,17,60,82,42
3583,84,29,12,41,100
3584,80,88,43,30,63
3585,38,60,97,48,17
3586,9,20,59,51,73
3587,78,57,41,83,83
3588,85,35,46,36,51
3589,61,48,57,25,93
3590,19,32,32,82,14
3591,99,6,68,61,83
3592,68,42,10,91,55
3593,81,67,37,45,67
3594,68,100,39,54,47
3595,91,48,35,88,62
3596,5,1,85,43,26
3597,39,67,84,19,3
3598,51,31,4,22,81
3599,64,28,53,6,5
3600,24,4,16,34,76
3601,58,78,32,27,83
3602,100,21,5,25,22
3603,49,37,80,20,99
3604,92,46,79,98,45
3605,31,60,99,31,82
3606,88,76,93,59,68
3607,68,17,54,30,14
3608,25,41,24,69,84
3609,47,27,82,43,56
3610,39,60,87,79,11
3611,63,36,28,73,2
3612,18,97,42,76,40
3613,54,55,41,67,47
3614,41,58,76,5,56
3615,79,21,65,98,10
3616,97,97,45,54,23
3617,49,7,82,29,86
3618,20,86,58,7,99
3619,69,93,41,37,37
3620,23,67,35,79,44
3621,58,15,63,99,58
3622,86,12,76,26,11
3623,86,43,87,77,69
3624,78,65,68,55,24
3625,73,2,21,73,35
3626,88,53,85,88,100
3627,1,20,65,86,61
3628,100,3,78,7,51
3629,99,43,34,54,40
3630,80,95,36,39,88
3631,12,59,80,88,91
3632,24,72,65,99,21
3633,34,48,83,74,62
3634,36,50,85,94,6
3635,54,14,87,64,97
3636,2,70,92,4,21
3637,82,56,50,93,55
3638,66,83,63,28,88
3639,18,91,78,1,63
3640,73,57,83,67,7
3641,83,84,49,97,66
3642,90,99,72,79,78
3643,52,35,81,5,19
3644,81,58,54,93,13
3645,5,48,62,41,4
3646,90,82,58,82,69
3647,68,101,61,93,28
3648,20,90,8,95,41
3649,34,81,63,66,21
3650,72,38,36,2,57
3651,76,25,41,39,28
3652,2,95,65,79,39
3653,3,50,1,19,42
3654,57,40,78,93,78
3655,53,41,98,70,65
3656,88,75,22,92,26
3657,11,96,4,42,45
3658,70,11,42,65,74
3659,89,44,54,100,63
3660,83,50,85,68,76
3661,87,67,95,78,47
3662,27,24,3,25,43
3663,54,100,74,16,68
3664,42,28,13,82,24
3665,7,43,35,25,41
3666,46,44,73,16,28
3667,98,9,43,75,96
3668,67,18,48,58,68
3669,91,84,34,57,12
3670,64,4,72,61,48
3671,85,59,64,2,26
3672,37,35,64,99,56
3673,59,78,83,14,22
3674,65,18,4,41,60
3675,99,51,59,50,6
3676,30,16,2,62,77
3677,86,95,34,28,24
3678,67,22,60,74,45
3679,62,13,7,97,64
3680,60,64,45,60,82
3681,78,47,14,10,54
3682,45,58,83,54,68
3683,70,34,1,70,47
3684,24,6,72,9,21
3685,74,61,35,48,5
3686,49,54,99,35,70
3687,79,31,55,78,62
3688,0,62,13,50,51
3689,98,66,13,7,64
3690,60,18,4,36,11
3691,87,46,69,84,83
3692,40,31,14,23,17
3693,94,13,59,54,66
3694,85,69,45,16,33
3695,31,30,59,50,93
3696,23,29,100,83,52
3697,66,44,76,26,100
3698,30,39,34,60,57
3699,80,28,81,60,49
3700,33,1,11,17,24
3701,44,68,13,28,54
3702,63,84,86,92,29
3703,87,54,39,81,10
3704,49,40,90,67,36
3705,10,3,6,99,88
3706,62,44,41,28,23
3707,16,61,81,81,72
3708,12,82,41,54,14
3709,45,30,81,69,37
3710,96,38,49,16,65
3711,95,71,64,73,28
3712,92,33,90,8,59
3713,66,79,4,69,68
3714,34,54,63,29,4
3715,27,27,22,79,97
3716,100,11,78,21,93
3717,5,69,78,83,95
3718,58,84,53,13,64
3719,69,47,86,93,25
3720,8,65,79,11,79
3721,49,99,67,38,44
3722,3,53,70,68,49
3723,87,93,33,8,34
3724,13,21,0,72,68
3725,12,88,57,40,85
3726,18,97,80,11,23
3727,45,27,71,61,96
3728,45,44,88,77,91
3729,52,87,70,63,92
3730,37,48,28,23,93
3731,8,4,18,96,86
3732,71,97,68,83,11
3733,75,9,19,28,48
3734,45,57,32,27,91
3735,41,48,13,2,36
3736,24,85,62,92,0
3737,13,64,56,51,57
3738,37,73,44,86,66
3739,3,17,95,47,100
3740,58,90,33,20,66
3741,56,42,22,67,93
3742,50,68,91,88,10
3743,14,67,19,15,43
3744,19,19,91,48,14
3745,90,20,13,2,8
3746,78,74,42,52,34
3747,46,77,25,58,99
3748,30,49,86,44,21
3749,22,84,9,67,42
3750,19,92,56,48,80
3751,16,38,44,81,56
3752,14,62,67,5,26
3753,18,7,50,92,67
3754,82,88,22,49,62
3755,64,95,12,29,35
3756,20,67,50,68,3
3757,85,8,58,51,45
3758,17,19,45,53,89
3759,53,51,42,34,8
3760,51,55,90,53,55
3761,61,44,48,66,60
3762,12,71,2,100,98
3763,56,61,99,32,99
3764,17,49,51,2,9
3765,29,28,62,33,29
3766,84,39,96,41,3
3767,9,71,29,13,48
3768,7,74,28,35,11
3769,74,51,80,71,22
3770,73,28,16,25,2
3771,51,65,29,85,66
3772,28,5,82,95,38
3773,1,87,24,83,42
3774,21,11,82,83,71
3775,32,46,81,100,83
3776,48,26,7,71,98
3777,90,100,20,3,62
3778,4,8,24,8,85
3779,3,94,45,40,82
3780,59,95,24,43,73
3781,39,76,24,48,80
3782,0,91,97,11,96
3783,78,101,26,93,42
3784,41,82,41,55,46
3785,57,64,19,14,13
3786,72,62,93,77,67
3787,76,37,30,83,47
3788,32,83,89,18,16
3789,91,27,34,7,27
3790,69,45,89,55,25
3791,26,10,34,83,43
3792,31,13,62,38,81
3793,90,50,62,64,100
3794,9,73,99,20,99
3795,9,41,73,2,88
3796,70,24,22,78,62
3797,77,70,47,89,29
3798,23,63,69,98,68
3799,9,27,65,81,64
3800,72,68,78,63,91
3801,84,51,43,52,19
3802,77,25,58,83,66
3803,78,42,49,80,74
3804,52,51,95,56,16
3805,58,51,13,74,3
3806,7,60,93,17,40
3807,6,22,71,40,100
3808,73,21,49,64,9
3809,95,45,38,67,43
3810,40,52,95,70,63
3811,48,79,36,33,81
3812,39,37,56,83,48
3813,75,81,33,32,23
3814,58,77,82,28,51
3815,81,55,20,91,73
3816,9,27,68,87,44
3817,13,5,82,60,31
3818,62,5,12,57,39
3819,88,32,89,45,8
3820,50,2,66,50,46
3821,42,52,49,32,45
3822,91,78,62,46,83
3823,95,17,95,26,64
3824,36,26,41,66,29
3825,59,39,47,82,59
3826,53,55,72,44,92
3827,97,7,66,30,31
3828,7,19,20,18,55
3829,81,36,2,44,15
3830,68,49,86,74,49
3831,40,4,29,93,66
3832,13,30,98,71,2
3833,41,56,9,48,75
3834,10,3,75,58,49
3835,79,1,5,20,50
3836,54,101,64,18,70
3837,63,35,28,0,48
3838,32,58,13,55,97
3839,16,78,72,9,84
3840,97,26,67,42,49
3841,63,43,12,30,97
3842,63,88,66,39,78
3843,11,25,100,61,91
3844,91,72,29,5,51
3845,86,88,73,19,70
3846,32,74,40,16,74
3847,62,27,44,97,2
3848,40,35,38,4,67
3849,92,54,22,12,14
3850,81,45,68,50,6
3851,5,84,86,53,6
3852,23,47,11,52,59
3853,1,89,35,60,30
3854,86,13,68,31,44
3855,48,93,98,10,68
3856,13,73,40,39,80
3857,75,9,52,87,51
3858,67,5,8,79,10
3859,82,19,45,81,16
3860,1,87,51,7,25
3861,32,86,48,95,86
3862,29,40,31,74,66
3863,64,16,74,23,93
3864,87,51,20,52,84
3865,33,2,39,87,75
3866,20,3,55,98,75
3867,100,24,50,77,45
3868,88,5,39,7,22
3869,40,88,16,8,64
3870,98,24,48,26,59
3871,8,55,62,70,41
3872,76,58,85,41,100
3873,45,46,29,88,85
3874,30,39,43,8,50
3875,66,75,33,69,70
3876,20,69,80,48,38
3877,84,31,30,0,80
3878,5,34,97,99,44
3879,29,28,68,71,65
3880,75,86,17,15,12
3881,1,64,28,96,56
3882,0,64,93,33,21
3883,16,25,14,46,34
3884,42,54,10,96,18
3885,24,96,40,88,67
3886,52,10,8,69,19
3887,98,43,17,81,8
3888,15,19,65,5,82
3889,60,38,38,62,36
3890,63,61,76,97,86
3891,101,18,35,58,26
3892,11,91,101,87,45
3893,61,52,41,56,91
3894,40,37,47,14,25
3895,95,69,7,9,13
3896,78,22,56,63,85
3897,72,5,94,8,62
3898,68,97,63,62,16
3899,14,67,86,35,76
3900,22,61,48,6,14
3901,74,34,58,52,66
3902,34,23,87,24,67
3903,72,33,22,45,38
3904,18,38,3,25,32
3905,18,15,31,86,62
3906,64,77,20,50,20
3907,42,70,95,51,61
3908,49,58,71,86,76
3909,42,66,2,61,26
3910,71,3,9,74,94
3911,61,50,26,94,65
3912,42,39,66,10,31
3913,67,11,67,84,100
3914,51,93,55,17,88
3915,39,69,17,66,3
3916,49,19,60,79,47
3917,95,68,45,5,71
3918,91,74,80,4,5
3919,0,82,78,48,46
3920,49,90,39,56,62
3921,96,84,28,14,100
3922,56,34,82,90,32
3923,75,44,7,84,5
3924,63,4,3,66,87
3925,53,28,35,18,46
3926,33,57,85,85,5
3927,5,81,73,51,80
3928,23,91,94,27,13
3929,48,41,68,27,70
3930,11,40,45,33,88
3931,32,1,88,86,93
3932,49,46,93,79,41
3933,63,12,17,64,9
3934,89,72,29,98,17
3935,5,80,5,48,10
3936,20,58,40,80,46
3937,17,95,65,23,74
3938,4,52,69,87,2
3939,81,92,80,27,55
3940,30,79,36,20,36
3941,59,14,75,33,1
3942,23,84,44,52,57
3943,30,64,28,67,34
3944,84,99,92,76,79
3945,43,71,48,11,68
3946,37,29,11,35,76
3947,75,55,68,77,51
3948,85,98,83,69,80
3949,55,56,72,42,10
3950,88,26,51,47,68
3951,32,66,98,9,50
3952,43,32,5,10,50
3953,66,67,67,97,8
3954,5,99,12,96,63
3955,43,8,101,32,11
3956,87,6,88,52,98
3957,4,3,98,89,82
3958,87,21,89,49,59
3959,21,69,25,5,80
3960,7,81,100,23,7
3961,8,41,48,46,74
3962,46,100,23,15,98
3963,90,7,48,59,79
3964,79,72,7,79,7
3965,56,71,69,71,41
3966,48,80,68,66,62
3967,61,48,30,91,15
3968,93,35,36,74,11
3969,88,69,75,68,2
3970,72,25,28,25,41
3971,42,10,48,52,95
3972,95,3,10,93,66
3973,79,58,1,1,100
3974,6,62,58,39,95
3975,6,25,69,47,43
3976,61,97,28,67,85
3977,19,99,3,77,3
3978,50,91,91,88,85
3979,11,67,40,59,54
3980,76,3,66,26,53
3981,93,8,46,45,17
3982,64,27,54,20,38
3983,31,86,72,83,77
3984,3,12,91,92,47
3985,79,99,83,68,18
3986,50,47,93,45,38
3987,19,58,51,0,18
3988,3,25,88,79,3
3989,84,10,3,74,16
3990,94,9,96,60,21
3991,66,32,91,3,10
3992,8,58,3,93,18
3993,33,44,50,14,31
3994,41,3,72,74,11
3995,31,29,29,50,74
3996,0,44,66,58,74
3997,3,55,97,4,90
3998,69,44,89,82,8
3999,95,52,68,11,30
4000,46,95,6,4,24
4001,52,64,91,99,92
4002,82,23,76,30,94
4003,21,32,38,74,26
4004,47,49,32,86,61
4005,57,55,61,61,26
4006,67,95,46,72,67
4007,26,86,33,70,38
4008,80,74,67,48,99
4009,86,44,91,21,36
4010,94,54,52,55,0
4011,82,66,21,15,88
4012,6,25,10,10,33
4013,88,19,30,52,57
4014,1,69,15,60,52
4015,1,20,71,66,83
4016,52,0,40,55,37
4017,28,91,0,97,98
4018,38,75,47,87,46
4019,28,12,13,96,38
4020,93,15,12,94,43
4021,44,16,47,33,56
4022,44,3,77,96,6
4023,73,47,20,41,77
4024,23,94,2,26,46
4025,17,90,46,59,72
4026,53,68,99,32,66
4027,22,44,51,74,30
4028,14,13,28,24,92
4029,50,78,77,29,1
4030,60,35,20,22,64
4031,50,44,45,31,17
4032,55,83,4,61,65
4033,35,48,27,86,71
4034,11,76,53,32,70
4035,95,57,77,85,16
4036,83,46,3,34,51
4037,41,66,78,22,92
4038,79,23,100,69,24
4039,52,95,17,37,25
4040,67,64,94,44,66
4041,100,75,27,56,49
4042,17,20,3,20,30
4043,37,89,51,1,79
4044,13,10,41,13,58
4045,80,18,9,24,38
4046,53,7,60,80,64
4047,68,25,84,78,28
4048,54,28,18,39,0
4049,84,66,8,44,89
4050,21,95,98,28,11
4051,9,4,11,96,8
4052,31,93,23,28,83
4053,59,32,57,77,30
4054,48,68,70,19,15
4055,11,92,84,19,77
4056,69,79,36,41,45
4057,3,18,85,78,27
4058,84,45,70,59,2
4059,27,79,37,82,67
4060,19,44,24,46,3
4061,93,42,12,41,58
4062,31,52,99,33,31
4063,91,18,82,42,96
4064,45,66,81,101,20
4065,73,83,1,32,58
4066,69,42,45,67,81
4067,36,60,30,34,49
4068,34,74,55,4,52
4069,85,78,24,14,34
4070,98,30,66,40,40
4071,66,91,83,38,29
4072,13,58,57,87,70
4073,50,68,11,55,69
4074,84,44,16,50,90
4075,64,91,42,95,17
4076,100,55,32,98,14
4077,46,91,74,53,82
4078,56,35,34,98,82
4079,18,72,4,62,73
4080,65,40,81,12,29
4081,82,65,96,88,39
4082,78,82,91,6,17
4083,84,25,87,18,20
4084,25,15,5,39,59
4085,22,33,95,65,16
4086,19,87,14,97,21
4087,60,73,70,57,3
4088,45,20,90,36,23
4089,10,34,5,25,31
4090,29,80,11,93,10
4091,64,46,5,23,4
4092,44,72,99,5,44
4093,85,53,33,16,1
4094,29,66,88,7,82
4095,89,36,26,72,40
4096,74,84,47,34,70
4097,25,89,11,30,25
4098,53,81,9,29,1
4099,86,64,24,44,77
4100,53,65,30,53,77
4101,62,48,51,34,47
4102,71,11,24,8,48
4103,51,24,71,64,90
4104,52,80,4,38,99
4105,42,49,31,6,60
4106,31,18,2,73,83
4107,16,57,46,14,75
4108,3,54,45,31,30
4109,56,49,84,37,53
4110,59,2,70,53,61
4111,73,54,101,47,79
4112,65,78,91,73,15
4113,31,18,99,91,11
4114,70,6,12,101,83
4115,21,26,97,32,59
4116,96,16,59,33,48
4117,77,21,76,90,68
4118,45,67,20,44,34
4119,7,94,25,60,92
4120,27,18,10,79,28
4121,91,1,58,83,82
4122,3,78,77,56,54
4123,57,33,34,78,90
4124,91,50,41,9,29
4125,34,16,79,51,97
4126,36,21,77,94,97
4127,89,73,52,82,54
4128,4,94,59,44,32
4129,26,48,8,37,77
4130,28,10,3,69,67
4131,88,26,78,59,28
4132,61,14,47,25,79
4133,96,18,63,32,15
4134,51,20,25,70,87
4135,63,90,75,82,95
4136,99,53,29,31,59
4137,5,14,16,22,79
4138,47,87,70,31,54
4139,39,88,35,28,86
4140,52,45,38,12,47
4141,36,32,79,68,7
4142,41,69,36,63,13
4143,3,88,47,74,59
4144,25,17,11,80,70
4145,44,98,24,20,17
4146,81,9,2,48,60
4147,101,14,11,47,29
4148,98,57,32,49,5
4149,63,74,40,71,24
4150,23,97,14,12,20
4151,17,57,79,81,44
4152,95,8,85,98,98
4153,76,58,38,92,63
4154,24,62,5,15,8
4155,3,8,100,31,95
4156,33,58,91,41,67
4157,32,67,39,76,42
4158,82,82,79,30,87
4159,17,8,16,6,52
4160,57,62,96,64,50
4161,18,100,43,7,39
4162,73,9,28,79,36
4163,29,28,67,39,13
4164,72,16,0,40,94
4165,48,25,31,14,78
4166,79,3,31,81,64
4167,51,61,50,24,74
4168,84,45,8,18,22
4169,69,86,91,77,42
4170,77,87,97,10,89
4171,35,16,78,69,39
4172,63,33,47,5,52
4173,89,62,93,8,86
4174,76,1,32,63,61
4175,81,7,46,32,68
4176,47,79,77,58,87
4177,55,58,75,74,92
4178,16,54,78,79,39
4179,100,43,1,94,48
4180,3,74,32,57,9
4181,2,7,56,7,89
4182,63,92,38,61,76
4183,63,61,29,56,79
4184,82,71,76,20,98
4185,98,98,16,29,38
4186,65,84,21,47,84
4187,74,53,4,48,31
4188,49,6,62,70,65
4189,70,23,97,99,28
4190,28,89,35,72,14
4191,97,56,53,40,30
4192,65,26,67,65,5
4193,28,28,83,71,24
4194,74,10,52,4,13
4195,42,42,4,16,86
4196,2,15,57,65,53
4197,52,81,72,77,53
4198,23,2,25,16,46
4199,69,82,24,22,67
4200,30,30,51,24,79
4201,49,21,61,25,47
4202,96,80,48,42,20
4203,8,29,96,42,4
4204,72,97,98,56,99
4205,2,71,33,53,63
4206,16,84,37,50,33
4207,94,45,47,85,60
4208,92,54,49,78,5
4209,91,91,32,58,87
4210,6,49,30,13,28
4211,21,87,33,52,30
4212,33,16,94,55,64
4213,75,98,16,20,64
4214,36,46,39,57,88
4215,41,5,56,43,32
4216,56,62,2,67,26
4217,28,15,27,23,40
4218,39,55,61,82,44
4219,9,26,17,98,91
4220,82,18,44,95,20
4221,34,39,8,95,75
4222,11,1,3,50,81
4223,28,83,32,39,36
4224,23,33,84,11,55
4225,83,52,0,77,98
4226,16,73,100,84,76
4227,38,72,94,53,84
4228,33,37,7,10,87
4229,87,63,86,63,80
4230,24,68,81,62,14
4231,20,92,18,46,15
4232,33,27,58,77,84
4233,5,17,91,56,38
4234,58,39,90,60,29
4235,19,12,47,14,28
4236,8,85,91,12,76
4237,87,76,4,33,39
4238,84,28,22,23,36
4239,75,26,73,23,43
4240,89,8,12,23,16
4241,97,83,84,84,78
4242,59,20,61,79,48
4243,35,45,75,27,41
4244,25,62,66,89,72
4245,21,49,91,80,31
4246,73,80,43,15,52
4247,41,69,79,78,38
4248,73,5,13,50,32
4249,25,21,2,61,33
4250,26,20,100,9,59
4251,39,40,39,14,39
4252,39,90,36,5,74
4253,60,13,45,83,68
4254,1,63,89,48,81
4255,26,93,9,96,100
4256,38,44,88,90,87
4257,69,13,58,69,63
4258,94,96,27,57,52
4259,27,11,17,76,34
4260,6,18,9,14,33
4261,62,52,100,49,83
4262,33,67,66,85,97
4263,58,96,13,92,74
4264,44,54,66,25,7
4265,8,62,48,63,11
4266,72,75,79,58,60
4267,71,72,88,32,61
4268,40,51,51,23,39
4269,70,70,48,97,17
4270,31,49,24,86,0
4271,71,9,74,96,51
4272,7,9,1,92,92
4273,57,62,90,81,79
4274,25,99,56,91,47
4275,29,59,82,14,44
4276,4,6,21,12,99
4277,87,87,1,64,73
4278,92,86,3,8,47
4279,36,5,93,17,1
4280,25,64,24,34,43
4281,12,33,39,11,16
4282,4,52,50,90,77
4283,80,4,18,86,94
4284,21,59,94,98,53
4285,20,99,100,13,35
4286,2,100,54,32,20
4287,22,97,97,96,26
4288,18,24,31,53,65
4289,77,16,34,49,53
4290,85,69,57,92,21
4291,97,90,90,59,24
4292,69,70,70,93,32
4293,15,63,101,74,61
4294,95,73,40,12,19
4295,85,6,22,9,10
4296,73,39,54,92,27
4297,54,34,71,58,94
4298,32,18,32,5,1
4299,85,51,61,17,7
4300,52,8,12,96,22
4301,43,36,80,57,54
4302,27,47,67,24,20
4303,40,71,33,100,62
4304,62,4,46,18,16
4305,58,43,75,86,72
4306,28,19,42,30,29
4307,48,71,9,45,60
4308,63,51,41,40,69
4309,91,49,50,72,94
4310,53,31,76,72,16
4311,28,90,22,12,55
4312,27,7,22,11,43
4313,37,44,76,31,74
4314,37,7,37,29,47
4315,55,67,84,14,44
4316,36,21,66,63,86
4317,2,92,89,21,34
4318,37,91,14,21,86
4319,37,90,30,92,9
4320,82,5,76,66,59
4321,23,8,15,53,65
4322,76,88,52,87,10
4323,54,81,36,89,12
4324,24,45,92,66,84
4325,48,57,71,71,34
4326,1,86,30,7,42
4327,61,57,33,63,25
4328,9,65,54,59,26
4329,63,20,97,25,72
4330,43,72,2,92,22
4331,42,13,99,65,17
4332,54,26,29,32,90
4333,11,10,40,30,28
4334,11,93,11,17,95
4335,67,41,36,2,78
4336,85,9,90,31,59
4337,66,64,93,47,62
4338,36,30,51,48,79
4339,62,31,8,47,60
4340,58,6,68,9,65
4341,83,89,36,67,56
4342,73,14,71,24,39
4343,54,76,89,20,56
4344,16,44,43,87,100
4345,13,96,3,41,45
4346,51,18,50,16,100
4347,6,89,9,64,67
4348,72,1,97,59,5
4349,30,87,30,13,30
4350,67,82,87,38,85
4351,88,67,11,33,43
4352,78,93,51,92,83
4353,3,63,5,81,79
4354,25,101,34,30,1
4355,40,4,64,34,6
4356,57,54,50,65,78
4357,71,97,92,42,66
4358,44,72,9,42,85
4359,36,99,44,39,93
4360,33,38,81,58,75
4361,79,66,74,60,71
4362,73,96,20,17,53
4363,78,82,88,30,85
4364,84,62,3,89,52
4365,72,13,4,56,71
4366,77,56,36,98,22
4367,100,36,100,65,39
4368,45,24,0,21,77
4369,3,50,7,56,13
4370,0,45,62,36,19
4371,81,96,69,24,100
4372,63,22,44,80,68
4373,27,49,24,29,27
4374,64,99,49,31,9
4375,87,60,25,26,25
4376,2,0,4,46,15
4377,32,91,85,47,43
4378,84,22,86,79,13
4379,64,95,57,21,55
4380,58,34,48,89,23
4381,45,16,2,8,50
4382,57,30,15,58,84
4383,22,35,30,64,47
4384,56,74,37,98,73
4385,64,12,59,21,38
4386,98,96,25,29,14
4387,87,39,75,53,44
4388,60,94,80,67,88
4389,58,21,91,61,70
4390,35,17,42,37,84
4391,87,98,16,12,81
4392,2,79,92,50,2
4393,4,14,58,75,52
4394,68,43,70,31,21
4395,53,0,36,8,17
4396,80,100,32,1,71
4397,43,45,24,64,73
4398,66,2,29,49,8
4399,69,65,50,78,87
4400,7,82,68,71,51
4401,34,70,91,31,75
4402,27,10,86,28,50
4403,94,48,78,33,50
4404,61,86,2,66,1
4405,9,13,15,24,65
4406,61,28,21,81,75
4407,19,71,23,7,70
4408,53,64,32,46,12
4409,37,98,31,86,6
4410,14,10,64,7,68
4411,89,29,23,83,58
4412,41,34,61,52,31
4413,36,26,70,72,80
4414,73,78,45,10,2
4415,14,5,83,40,47
4416,89,101,21,60,70
4417,69,33,34,10,75
4418,35,54,65,2,46
4419,37,81,48,15,72
4420,34,81,87,63,1
4421,37,86,10,58,98
4422,14,2,100,90,68
4423,3,57,36,94,81
4424,93,79,26,99,2
4425,92,74,26,24,90
4426,99,16,28,22,81
4427,79,85,27,31,23
4428,41,82,76,79,30
4429,21,2,80,36,67
4430,62,41,42,49,27
4431,44,99,17,23,88
4432,48,45,62,62,47
4433,13,57,80,92,55
4434,47,26,5,52,74
4435,83,49,38,76,76
4436,88,96,39,75,48
4437,17,98,6,67,74
4438,40,71,101,12,95
4439,16,13,59,101,72
4440,1,16,15,4,73
4441,89,84,71,19,52
4442,66,62,78,2,46
4443,42,98,32,23,66
4444,11,61,23,13,44
4445,41,58,75,75,65
4446,76,88,29,86,21
4447,79,84,15,96,48
4448,79,13,43,93,50
4449,23,46,66,57,31
4450,74,34,75,57,71
4451,50,36,48,63,6
4452,13,76,14,79,51
4453,41,17,1,87,68
4454,53,39,63,22,22
4455,68,38,28,76,65
4456,37,34,43,31,5
4457,52,77,64,34,97
4458,56,64,38,66,58
4459,9,42,82,2,1
4460,14,2,74,47,55
4461,59,78,23,5,17
4462,18,100,61,35,18
4463,83,4,81,19,70
4464,29,34,6,18,59
4465,60,80,91,13,73
4466,8,62,50,53,19
4467,49,79,27,47,67
4468,13,49,96,70,28
4469,56,48,47,16,56
4470,42,89,58,46,80
4471,7,7,68,36,3
4472,29,17,14,19,50
4473,24,101,17,14,5
4474,83,45,48,67,67
4475,26,26,80,37,70
4476,57,1,52,101,56
4477,61,39,95,35,98
4478,27,90,45,27,42
4479,39,15,100,13,60
4480,94,13,77,3,35
4481,2,24,41,21,44
4482,86,1,41,7,50
4483,11,56,40,25,76
4484,2,75,3,86,90
4485,71,68,73,100,4
4486,43,49,55,33,63
4487,78,63,63,55,12
4488,33,55,67,51,76
4489,34,65,30,60,28
4490,29,32,26,51,8
4491,10,82,72,101,82
4492,14,2,37,33,56
4493,68,72,30,19,77
4494,18,16,46,60,60
4495,6,52,76,66,67
4496,59,19,40,53,83
4497,55,52,80,14,21
4498,10,95,5,12,53
4499,4,40,65,67,58
4500,55,83,28,47,42
4501,50,84,25,75,73
4502,42,17,68,58,30
4503,37,26,45,55,87
4504,49,30,94,54,74
4505,2,44,3,64,80
